0/2023,6:48:58,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
145195,6/27/2023,8:33:47,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
145196,6/27/2023,8:34:25,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
145197,6/27/2023,8:34:25,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
145198,6/27/2023,8:34:57,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
145199,6/27/2023,8:34:58,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
145200,6/27/2023,8:35:13,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
145201,6/27/2023,8:35:13,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
145202,6/27/2023,8:35:46,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
145203,6/27/2023,8:36:24,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
145204,6/27/2023,8:37:20,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145205,6/27/2023,8:37:50,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
145206,6/27/2023,8:37:50,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
145207,6/27/2023,8:39:35,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
145208,6/27/2023,8:39:35,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
145209,6/27/2023,8:40:21,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
145210,6/27/2023,8:43:47,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
145211,6/27/2023,8:43:52,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
145212,6/27/2023,8:43:55,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
145213,6/27/2023,8:44:27,3,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
145214,6/27/2023,8:44:33,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
145215,6/27/2023,8:44:57,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
145216,6/27/2023,8:46:24,3,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
145217,6/27/2023,8:46:30,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
145218,6/27/2023,8:46:42,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
145219,6/27/2023,8:46:46,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
145220,6/27/2023,8:46:46,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
145221,6/27/2023,8:46:58,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
145222,6/27/2023,8:47:38,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
145223,6/27/2023,8:47:43,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
145224,6/27/2023,8:47:51,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
145225,6/27/2023,8:48:32,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
145226,6/27/2023,8:48:39,3,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
145227,6/27/2023,8:49:04,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
145228,6/27/2023,8:49:20,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
145229,6/27/2023,8:50:33,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
145230,6/27/2023,8:50:33,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
145231,6/27/2023,8:50:42,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
145232,6/27/2023,8:51:16,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
145233,6/27/2023,8:51:25,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145234,6/27/2023,8:51:33,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
145235,6/27/2023,8:51:35,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145236,6/27/2023,8:51:35,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145237,6/27/2023,8:52:08,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
145238,6/27/2023,8:52:08,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
145239,6/27/2023,8:52:52,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145240,6/27/2023,8:53:01,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
145241,6/27/2023,8:53:37,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
145242,6/27/2023,8:53:37,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
145243,6/27/2023,8:53:49,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
145244,6/27/2023,8:55:28,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
145245,6/27/2023,8:55:28,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
145246,6/27/2023,8:55:55,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145247,6/27/2023,8:56:09,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
145248,6/27/2023,8:56:27,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
145249,6/27/2023,8:57:27,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
145250,6/27/2023,8:57:38,3,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
145251,6/27/2023,8:57:45,3,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
145252,6/27/2023,8:57:56,3,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
145253,6/27/2023,8:58:11,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145254,6/27/2023,8:59:34,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
145255,6/27/2023,8:59:52,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145256,6/27/2023,9:00:10,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
145257,6/27/2023,9:00:19,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
145258,6/27/2023,9:00:29,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
145259,6/27/2023,9:00:44,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
145260,6/27/2023,9:01:09,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
145261,6/27/2023,9:01:09,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
145262,6/27/2023,9:01:23,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
145263,6/27/2023,9:01:30,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145264,6/27/2023,9:02:00,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
145265,6/27/2023,9:02:15,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
145266,6/27/2023,9:02:17,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
145267,6/27/2023,9:02:17,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
145268,6/27/2023,9:02:33,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
145269,6/27/2023,9:03:16,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
145270,6/27/2023,9:03:37,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
145271,6/27/2023,9:04:04,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
145272,6/27/2023,9:04:04,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
145273,6/27/2023,9:04:47,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145274,6/27/2023,9:04:48,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
145275,6/27/2023,9:04:51,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145276,6/27/2023,9:04:58,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
145277,6/27/2023,9:05:14,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145278,6/27/2023,9:05:40,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
145279,6/27/2023,9:06:12,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
145280,6/27/2023,9:06:12,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
145281,6/27/2023,9:06:24,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
145282,6/27/2023,9:06:24,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
145283,6/27/2023,9:06:41,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
145284,6/27/2023,9:07:10,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
145285,6/27/2023,9:07:10,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
145286,6/27/2023,9:07:36,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
145287,6/27/2023,9:07:40,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145288,6/27/2023,9:08:09,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145289,6/27/2023,9:09:14,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
145290,6/27/2023,9:09:14,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
145291,6/27/2023,9:09:18,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
145292,6/27/2023,9:10:03,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
145293,6/27/2023,9:10:03,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
145294,6/27/2023,9:10:48,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
145295,6/27/2023,9:10:56,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
145296,6/27/2023,9:10:56,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
145297,6/27/2023,9:12:01,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
145298,6/27/2023,9:12:13,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
145299,6/27/2023,9:12:13,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
145300,6/27/2023,9:12:43,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
145301,6/27/2023,9:13:39,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
145302,6/27/2023,9:13:44,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145303,6/27/2023,9:13:55,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
145304,6/27/2023,9:14:00,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
145305,6/27/2023,9:15:03,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
145306,6/27/2023,9:15:14,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
145307,6/27/2023,9:15:14,1,3,Astoria,77,3,Bakery,Scone,Oatmeal Scone
145308,6/27/2023,9:15:30,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
145309,6/27/2023,9:15:57,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
145310,6/27/2023,9:16:03,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145311,6/27/2023,9:16:15,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
145312,6/27/2023,9:16:16,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
145313,6/27/2023,9:16:33,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
145314,6/27/2023,9:16:33,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
145315,6/27/2023,9:16:43,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
145316,6/27/2023,9:17:22,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
145317,6/27/2023,9:17:24,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
145318,6/27/2023,9:17:24,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
145319,6/27/2023,9:18:04,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145320,6/27/2023,9:18:11,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
145321,6/27/2023,9:18:55,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
145322,6/27/2023,9:19:00,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
145323,6/27/2023,9:19:04,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
145324,6/27/2023,9:21:40,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
145325,6/27/2023,9:22:11,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
145326,6/27/2023,9:22:18,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
145327,6/27/2023,9:22:23,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
145328,6/27/2023,9:22:23,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
145329,6/27/2023,9:22:37,3,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
145330,6/27/2023,9:22:57,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
145331,6/27/2023,9:23:51,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
145332,6/27/2023,9:23:58,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
145333,6/27/2023,9:24:32,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
145334,6/27/2023,9:25:23,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
145335,6/27/2023,9:25:38,1,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
145336,6/27/2023,9:25:38,1,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone
145337,6/27/2023,9:25:38,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
145338,6/27/2023,9:25:50,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
145339,6/27/2023,9:25:57,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
145340,6/27/2023,9:26:52,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
145341,6/27/2023,9:26:52,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
145342,6/27/2023,9:26:52,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
145343,6/27/2023,9:26:52,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
145344,6/27/2023,9:26:56,3,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
145345,6/27/2023,9:26:56,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
145346,6/27/2023,9:26:56,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
145347,6/27/2023,9:27:28,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145348,6/27/2023,9:27:33,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
145349,6/27/2023,9:27:35,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
145350,6/27/2023,9:28:18,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
145351,6/27/2023,9:28:19,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
145352,6/27/2023,9:28:22,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
145353,6/27/2023,9:28:28,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
145354,6/27/2023,9:28:35,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
145355,6/27/2023,9:28:41,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
145356,6/27/2023,9:28:41,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
145357,6/27/2023,9:28:53,3,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
145358,6/27/2023,9:29:29,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
145359,6/27/2023,9:29:53,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145360,6/27/2023,9:30:15,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
145361,6/27/2023,9:30:23,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
145362,6/27/2023,9:31:31,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
145363,6/27/2023,9:32:43,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
145364,6/27/2023,9:32:52,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
145365,6/27/2023,9:33:19,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
145366,6/27/2023,9:33:23,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
145367,6/27/2023,9:33:26,3,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
145368,6/27/2023,9:33:41,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
145369,6/27/2023,9:34:26,3,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
145370,6/27/2023,9:34:26,1,5,Lower Manhattan,15,9.25,Loose Tea,Green tea,Serenity Green Tea
145371,6/27/2023,9:34:36,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
145372,6/27/2023,9:35:23,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
145373,6/27/2023,9:35:54,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
145374,6/27/2023,9:36:00,3,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
145375,6/27/2023,9:36:14,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
145376,6/27/2023,9:36:44,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
145377,6/27/2023,9:36:50,2,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
145378,6/27/2023,9:37:10,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145379,6/27/2023,9:37:28,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
145380,6/27/2023,9:38:44,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
145381,6/27/2023,9:38:44,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
145382,6/27/2023,9:38:46,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
145383,6/27/2023,9:38:46,3,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
145384,6/27/2023,9:39:51,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145385,6/27/2023,9:41:17,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
145386,6/27/2023,9:42:19,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145387,6/27/2023,9:42:25,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
145388,6/27/2023,9:42:29,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
145389,6/27/2023,9:42:29,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
145390,6/27/2023,9:42:41,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
145391,6/27/2023,9:42:49,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
145392,6/27/2023,9:42:49,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
145393,6/27/2023,9:43:29,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
145394,6/27/2023,9:44:08,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145395,6/27/2023,9:44:26,3,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
145396,6/27/2023,9:44:36,3,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
145397,6/27/2023,9:44:41,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
145398,6/27/2023,9:44:43,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
145399,6/27/2023,9:45:44,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
145400,6/27/2023,9:45:44,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
145401,6/27/2023,9:45:49,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
145402,6/27/2023,9:45:53,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
145403,6/27/2023,9:46:45,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
145404,6/27/2023,9:47:51,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
145405,6/27/2023,9:48:02,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
145406,6/27/2023,9:48:13,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
145407,6/27/2023,9:48:13,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
145408,6/27/2023,9:48:14,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
145409,6/27/2023,9:48:23,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
145410,6/27/2023,9:48:33,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
145411,6/27/2023,9:48:33,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
145412,6/27/2023,9:49:03,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
145413,6/27/2023,9:49:13,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
145414,6/27/2023,9:49:21,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
145415,6/27/2023,9:49:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
145416,6/27/2023,9:49:35,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
145417,6/27/2023,9:50:16,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
145418,6/27/2023,9:50:28,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
145419,6/27/2023,9:50:51,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
145420,6/27/2023,9:50:51,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
145421,6/27/2023,9:51:03,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
145422,6/27/2023,9:52:13,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
145423,6/27/2023,9:52:53,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
145424,6/27/2023,9:53:08,3,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
145425,6/27/2023,9:53:55,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
145426,6/27/2023,9:53:55,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
145427,6/27/2023,9:54:08,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
